UF,CÓDIGO DO MUNICÍPIO NO TSE,MUNICÍPIO, ELEITORADO 
BA,39292,TEOFILÂNDIA," 18,480 "
BA,39314,TEOLÂNDIA," 11,521 "
BA,39330,TERRA NOVA," 10,470 "
BA,39357,TREMEDAL," 16,377 "
BA,39373,TUCANO," 37,125 "
BA,39390,UAUÁ," 21,922 "
BA,39411,UBAÍRA," 16,434 "
BA,39438,UBAITABA," 14,034 "
BA,39454,UBATÃ," 11,931 "
BA,39470,UIBAÍ," 12,005 "
BA,39489,UMBURANAS," 10,558 "
BA,39497,UNA," 15,734 "
BA,39519,URANDI," 13,100 "
BA,39535,URUÇUCA," 18,433 "
BA,39551,UTINGA," 13,243 "
BA,39578,VALENÇA," 62,138 "
BA,39594,VALENTE," 19,482 "
BA,39977,VÁRZEA DA ROÇA," 11,235 "
BA,39616,VÁRZEA DO POÇO," 7,035 "
BA,39950,VÁRZEA NOVA," 10,505 "
BA,39624,VARZEDO," 8,322 "
BA,39632,VERA CRUZ," 31,310 "
BA,39640,VEREDA," 6,825 "
BA,39659,VITÓRIA DA CONQUISTA," 231,176 "
BA,39675,WAGNER," 7,244 "
BA,39993,WANDERLEY," 10,861 "
BA,39691,WENCESLAU GUIMARÃES," 16,552 "
BA,39713,XIQUE-XIQUE," 35,998 "
CE,13013,ABAIARA," 6,947 "
CE,13145,ACARAPE," 11,321 "
CE,13030,ACARAÚ," 43,178 "
CE,13056,ACOPIARA," 38,699 "
CE,13072,AIUABA," 11,552 "
CE,13099,ALCÂNTARAS," 9,023 "
CE,13110,ALTANEIRA," 5,773 "
CE,13137,ALTO SANTO," 12,587 "
CE,15873,AMONTADA," 31,716 "
CE,13153,ANTONINA DO NORTE," 7,198 "
CE,13170,APUIARÉS," 11,426 "
CE,13196,AQUIRAZ," 57,817 "
CE,13218,ARACATI," 52,721 "
CE,13234,ARACOIABA," 23,324 "
CE,13420,ARARENDÁ," 9,299 "
CE,13250,ARARIPE," 17,653 "
CE,13277,ARATUBA," 10,992 "
CE,13293,ARNEIROZ," 7,055 "
CE,13315,ASSARÉ," 19,622 "
CE,13331,AURORA," 19,526 "
CE,13358,BAIXIO," 5,677 "
CE,13382,BANABUIÚ," 14,126 "
CE,13374,BARBALHA," 45,490 "
CE,13129,BARREIRA," 16,932 "
CE,13390,BARRO," 16,126 "
CE,13404,BARROQUINHA," 12,971 "
CE,13412,BATURITÉ," 25,538 "
CE,13439,BEBERIBE," 43,726 "
CE,13455,BELA CRUZ," 19,560 "
CE,13471,BOA VIAGEM," 39,155 "
CE,13498,BREJO SANTO," 33,634 "
CE,13510,CAMOCIM," 45,371 "
CE,13536,CAMPOS SALES," 21,141 "
CE,13552,CANINDÉ," 55,272 "
CE,13579,CAPISTRANO," 15,210 "
CE,13595,CARIDADE," 15,945 "
CE,13617,CARIRÉ," 14,272 "
CE,13633,CARIRIAÇU," 22,841 "
CE,13650,CARIÚS," 14,609 "
CE,13676,CARNAUBAL," 12,945 "
CE,13692,CASCAVEL," 54,723 "
CE,13714,CATARINA," 9,191 "
CE,13447,CATUNDA," 8,241 "
CE,13730,CAUCAIA," 222,128 "
CE,13757,CEDRO," 19,440 "
CE,13773,CHAVAL," 10,332 "
CE,13463,CHORÓ," 11,052 "
CE,13161,CHOROZINHO," 16,468 "
CE,13811,COREAÚ," 18,775 "
CE,13838,CRATEÚS," 55,135 "
CE,13854,CRATO," 86,267 "
CE,15881,CROATÁ," 13,706 "
CE,15890,CRUZ," 19,850 "
CE,15989,DEPUTADO IRAPUAN PINHEIRO," 7,351 "
CE,13200,ERERÉ," 5,737 "
CE,13226,EUSÉBIO," 46,399 "
CE,13870,FARIAS BRITO," 15,386 "
CE,15911,FORQUILHA," 17,923 "
CE,13897,FORTALEZA," 1,821,382 "
CE,13501,FORTIM," 13,570 "
CE,13919,FRECHEIRINHA," 11,960 "
CE,13935,GENERAL SAMPAIO," 7,408 "
CE,13064,GRAÇA," 13,396 "
CE,13951,GRANJA," 39,721 "
CE,13978,GRANJEIRO," 5,636 "
CE,13994,GROAÍRAS," 8,658 "
CE,13242,GUAIÚBA," 18,740 "
CE,14010,GUARACIABA DO NORTE," 30,812 "
CE,14036,GUARAMIRANGA," 5,636 "
CE,14052,HIDROLÂNDIA," 14,518 "
CE,13188,HORIZONTE," 55,018 "
CE,14060,IBARETAMA," 11,510 "
CE,14079,IBIAPINA," 17,517 "
CE,15920,IBICUITINGA," 11,950 "
CE,15938,ICAPUÍ," 15,849 "
CE,14095,ICÓ," 47,494 "
CE,14117,IGUATU," 65,600 "
CE,14133,INDEPENDÊNCIA," 21,655 "
CE,13340,IPAPORANGA," 9,429 "
CE,14150,IPAUMIRIM," 9,323 "
CE,14176,IPU," 33,898 "
CE,14192,IPUEIRAS," 33,214 "
CE,14214,IRACEMA," 11,664 "
CE,14230,IRAUÇUBA," 17,414 "
CE,14257,ITAIÇABA," 6,647 "
CE,13480,ITAITINGA," 28,123 "
CE,14273,ITAPAJÉ," 37,088 "
CE,14290,ITAPIPOCA," 87,901 "
CE,14311,ITAPIÚNA," 15,083 "
CE,15954,ITAREMA," 30,050 "
CE,14338,ITATIRA," 17,297 "
CE,14354,JAGUARETAMA," 15,475 "
CE,14370,JAGUARIBARA," 8,480 "
CE,14397,JAGUARIBE," 27,584 "
CE,14419,JAGUARUANA," 26,815 "
CE,14435,JARDIM," 20,996 "
CE,14451,JATI," 6,681 "
CE,13005,JIJOCA DE JERICOACOARA," 16,193 "
CE,14478,JUAZEIRO DO NORTE," 174,604 "
CE,14494,JUCÁS," 19,092 "
CE,14516,LAVRAS DA MANGABEIRA," 22,541 "
CE,14532,LIMOEIRO DO NORTE," 43,655 "
CE,13021,MADALENA," 13,203 "
CE,15857,MARACANAÚ," 160,798 "
CE,14559,MARANGUAPE," 75,876 "
CE,14575,MARCO," 21,015 "
CE,14591,MARTINÓPOLE," 9,316 "
CE,14613,MASSAPÊ," 31,087 "
CE,14630,MAURITI," 32,937 "
CE,14656,MERUOCA," 11,393 "
CE,14672,MILAGRES," 21,316 "
CE,15970,MILHÃ," 11,400 "
CE,14680,MIRAÍMA," 10,901 "
CE,14699,MISSÃO VELHA," 27,616 "
CE,14710,MOMBAÇA," 30,664 "
CE,14737,MONSENHOR TABOSA," 15,532 "
CE,14753,MORADA NOVA," 52,660 "
CE,14770,MORAÚJO," 7,340 "
CE,14796,MORRINHOS," 16,962 "
CE,14818,MUCAMBO," 13,350 "
CE,14834,MULUNGU," 8,191 "
CE,14850,NOVA OLINDA," 11,723 "
CE,14877,NOVA RUSSAS," 24,744 "
CE,14893,NOVO ORIENTE," 23,395 "
CE,13307,OCARA," 22,515 "
CE,14915,ORÓS," 18,579 "
CE,14931,PACAJUS," 49,456 "
CE,14958,PACATUBA," 48,626 "
CE,14974,PACOTI," 10,246 "
CE,14990,PACUJÁ," 6,214 "
CE,15016,PALHANO," 8,674 "
CE,15032,PALMÁCIA," 8,923 "
CE,15059,PARACURU," 29,492 "
CE,15997,PARAIPABA," 24,423 "
CE,15075,PARAMBU," 28,363 "
CE,15091,PARAMOTI," 9,438 "
CE,15113,PEDRA BRANCA," 32,321 "
CE,15130,PENAFORTE," 7,552 "
CE,15156,PENTECOSTE," 30,773 "
CE,15172,PEREIRO," 14,990 "
CE,13285,PINDORETAMA," 17,745 "
CE,15199,PIQUET CARNEIRO," 11,519 "
CE,13048,PIRES FERREIRA," 8,084 "
CE,15210,PORANGA," 10,439 "
CE,15237,PORTEIRAS," 13,540 "
CE,15253,POTENGI," 7,595 "
CE,13269,POTIRETAMA," 5,666 "
CE,13102,QUITERIANÓPOLIS," 16,936 "
CE,15270,QUIXADÁ," 55,981 "
CE,98531,QUIXELÔ," 13,287 "
CE,15296,QUIXERAMOBIM," 58,944 "
CE,15318,QUIXERÉ," 17,171 "
CE,15334,REDENÇÃO," 22,663 "
CE,15350,RERIUTABA," 16,503 "
CE,15377,RUSSAS," 55,001 "
CE,15393,SABOEIRO," 12,946 "
CE,15440,SALITRE," 13,830 "
CE,15458,SANTA QUITÉRIA," 31,597 "
CE,15415,SANTANA DO ACARAÚ," 25,043 "
CE,15431,SANTANA DO CARIRI," 12,490 "
CE,15474,SÃO BENEDITO," 34,379 "
CE,15490,SÃO GONÇALO DO AMARANTE," 42,742 "
CE,15512,SÃO JOÃO DO JAGUARIBE," 6,911 "
CE,15539,SÃO LUÍS DO CURU," 11,109 "
CE,15555,SENADOR POMPEU," 21,094 "
CE,15571,SENADOR SÁ," 6,303 "
CE,15598,SOBRAL," 142,091 "
CE,15610,SOLONÓPOLE," 14,659 "
CE,15636,TABULEIRO DO NORTE," 25,641 "
CE,15652,TAMBORIL," 21,892 "
CE,13366,TARRAFAS," 7,669 "
CE,15679,TAUÁ," 46,525 "
CE,13323,TEJUÇUOCA," 14,506 "
CE,15695,TIANGUÁ," 52,391 "
CE,15717,TRAIRI," 42,558 "
CE,13080,TURURU," 13,851 "
CE,15733,UBAJARA," 23,907 "
CE,15750,UMARI," 6,273 "
CE,98558,UMIRIM," 14,486 "
CE,15776,URUBURETAMA," 16,414 "
CE,15792,URUOCA," 10,433 "
CE,98574,VARJOTA," 16,437 "
CE,15814,VÁRZEA ALEGRE," 29,928 "
CE,15830,VIÇOSA DO CEARÁ," 43,226 "
ES,56014,AFONSO CLÁUDIO," 25,289 "
ES,56022,ÁGUA DOCE DO NORTE," 10,492 "
ES,57991,ÁGUIA BRANCA," 8,321 "
ES,56030,ALEGRE," 23,434 "
ES,56057,ALFREDO CHAVES," 12,294 "
ES,56065,ALTO RIO NOVO," 6,228 "
ES,56073,ANCHIETA," 21,659 "
ES,56090,APIACÁ," 6,202 "
ES,56111,ARACRUZ," 69,769 "
ES,56138,ATÍLIO VIVÁCQUA," 8,726 "
ES,56154,BAIXO GUANDU," 23,177 "
ES,56170,BARRA DE SÃO FRANCISCO," 33,544 "
ES,56197,BOA ESPERANÇA," 10,382 "
ES,56219,BOM JESUS DO NORTE," 7,460 "
ES,56146,BREJETUBA," 9,793 "
ES,56235,CACHOEIRO DE ITAPEMIRIM," 140,438 "
ES,56251,CARIACICA," 262,414 "
ES,56278,CASTELO," 28,867 "
ES,56294,COLATINA," 90,868 "
ES,56316,CONCEIÇÃO DA BARRA," 22,835 "
ES,56332,CONCEIÇÃO DO CASTELO," 10,074 "
ES,56359,DIVINO DE SÃO LOURENÇO," 4,169 "
ES,56375,DOMINGOS MARTINS," 27,397 "
ES,56391,DORES DO RIO PRETO," 6,003 "
ES,56413,ECOPORANGA," 19,170 "
ES,56430,FUNDÃO," 14,041 "
ES,56308,GOVERNADOR LINDENBERG," 8,676 "
ES,56456,GUAÇUÍ," 21,537 "
ES,56472,GUARAPARI," 92,611 "
ES,57096,IBATIBA," 17,532 "
ES,56499,IBIRAÇU," 9,532 "
ES,56502,IBITIRAMA," 6,716 "
ES,56510,ICONHA," 11,208 "
ES,56049,IRUPI," 10,952 "
ES,56537,ITAGUAÇU," 11,509 "
ES,56553,ITAPEMIRIM," 33,544 "
ES,56570,ITARANA," 9,295 "
ES,56596,IÚNA," 20,597 "
ES,57134,JAGUARÉ," 21,577 "
ES,56618,JERÔNIMO MONTEIRO," 9,822 "
ES,56626,JOÃO NEIVA," 12,650 "
ES,57916,LARANJA DA TERRA," 8,901 "
ES,56634,LINHARES," 114,152 "
ES,56650,MANTENÓPOLIS," 10,784 "
ES,56120,MARATAÍZES," 30,655 "
ES,56103,MARECHAL FLORIANO," 12,827 "
ES,57070,MARILÂNDIA," 9,966 "
ES,56677,MIMOSO DO SUL," 19,194 "
ES,56693,MONTANHA," 14,684 "
ES,56715,MUCURICI," 4,965 "
ES,56731,MUNIZ FREIRE," 14,188 "
ES,56758,MUQUI," 10,918 "
ES,56774,NOVA VENÉCIA," 38,692 "
ES,56790,PANCAS," 16,002 "
ES,57150,PEDRO CANÁRIO," 18,056 "
ES,56812,PINHEIROS," 17,697 "
ES,56839,PIÚMA," 17,003 "
ES,56200,PONTO BELO," 6,307 "
ES,56855,PRESIDENTE KENNEDY," 12,040 "
ES,57118,RIO BANANAL," 15,065 "
ES,56871,RIO NOVO DO SUL," 8,500 "
ES,56898,SANTA LEOPOLDINA," 9,999 "
ES,57932,SANTA MARIA DE JETIBÁ," 29,305 "
ES,56910,SANTA TERESA," 19,469 "
ES,56006,SÃO DOMINGOS DO NORTE," 7,266 "
ES,56936,SÃO GABRIEL DA PALHA," 25,283 "
ES,56952,SÃO JOSÉ DO CALÇADO," 8,366 "
ES,56979,SÃO MATEUS," 84,191 "
ES,56162,SÃO ROQUE DO CANAÃ," 9,298 "
ES,56995,SERRA," 327,670 "
ES,56189,SOORETAMA," 19,220 "
ES,57959,VARGEM ALTA," 15,453 "
ES,57975,VENDA NOVA DO IMIGRANTE," 18,597 "
ES,57010,VIANA," 48,798 "
ES,56081,VILA PAVÃO," 7,024 "
ES,56227,VILA VALÉRIO," 12,105 "
ES,57037,VILA VELHA," 315,224 "
ES,57053,VITÓRIA," 251,464 "
GO,93360,ABADIA DE GOIÁS," 10,121 "
GO,92010,ABADIÂNIA," 10,287 "
GO,96458,ACREÚNA," 14,422 "
GO,96911,ADELÂNDIA," 2,780 "
GO,96938,ÁGUA FRIA DE GOIÁS," 4,586 "
GO,92037,ÁGUA LIMPA," 2,263 "
GO,93343,ÁGUAS LINDAS DE GOIÁS," 94,752 "
GO,92053,ALEXÂNIA," 19,298 "
GO,92096,ALOÂNDIA," 1,979 "
GO,92940,ALTO HORIZONTE," 6,221 "
GO,92118,ALTO PARAÍSO DE GOIÁS," 6,175 "
GO,92150,ALVORADA DO NORTE," 6,538 "
GO,93386,AMARALINA," 3,065 "
GO,96610,AMERICANO DO BRASIL," 5,036 "
GO,92177,AMORINÓPOLIS," 3,509 "
GO,92215,ANÁPOLIS," 269,556 "
GO,92231,ANHANGÜERA," 1,153 "
GO,92258,ANICUNS," 14,369 "
GO,92274,APARECIDA DE GOIÂNIA," 308,749 "
GO,93009,APARECIDA DO RIO DOCE," 2,750 "
GO,92290,APORÉ," 3,198 "
GO,92312,ARAÇU," 3,924 "
GO,92339,ARAGARÇAS," 13,088 "
GO,92355,ARAGOIÂNIA," 8,299 "
GO,96695,ARAGUAPAZ," 6,120 "
GO,96717,ARENÓPOLIS," 3,264 "
GO,92495,ARUANÃ," 6,414 "
GO,92517,AURILÂNDIA," 3,154 "
GO,92550,AVELINÓPOLIS," 3,159 "
GO,92614,BALIZA," 2,763 "
GO,92630,BARRO ALTO," 9,363 "
GO,92657,BELA VISTA DE GOIÁS," 22,041 "
GO,92673,BOM JARDIM DE GOIÁS," 6,702 "
GO,92690,BOM JESUS DE GOIÁS," 16,831 "
GO,92029,BONFINÓPOLIS," 6,237 "
GO,93408,BONÓPOLIS," 3,383 "
GO,92711,BRAZABRANTES," 3,321 "
GO,92754,BRITÂNIA," 4,646 "
GO,92770,BURITI ALEGRE," 8,149 "
GO,93106,BURITI DE GOIÁS," 3,288 "
GO,93262,BURITINÓPOLIS," 3,514 "
GO,92797,CABECEIRAS," 6,654 "
GO,92819,CACHOEIRA ALTA," 8,140 "
GO,92835,CACHOEIRA DE GOIÁS," 1,927 "
GO,96733,CACHOEIRA DOURADA," 7,059 "
GO,92851,CAÇU," 10,640 "
GO,92878,CAIAPÔNIA," 13,052 "
GO,92894,CALDAS NOVAS," 61,263 "
GO,93122,CALDAZINHA," 3,215 "
GO,92916,CAMPESTRE DE GOIÁS," 3,719 "
GO,96873,CAMPINAÇU," 3,517 "
GO,92932,CAMPINORTE," 8,591 "
GO,92959,CAMPO ALEGRE DE GOIÁS," 5,118 "
GO,93580,CAMPO LIMPO DE GOIÁS," 5,796 "
GO,92975,CAMPOS BELOS," 13,613 "
GO,92061,CAMPOS VERDES," 4,062 "
GO,92991,CARMO DO RIO VERDE," 7,028 "
GO,92967,CASTELÂNDIA," 3,853 "
GO,93017,CATALÃO," 71,060 "
GO,93033,CATURAÍ," 4,546 "
GO,93050,CAVALCANTE," 6,763 "
GO,93076,CERES," 15,865 "
GO,92100,CEZARINA," 7,080 "
GO,92924,CHAPADÃO DO CÉU," 7,620 "
GO,93025,CIDADE OCIDENTAL," 39,096 "
GO,92886,COCALZINHO DE GOIÁS," 15,362 "
GO,92126,COLINAS DO SUL," 3,343 "
GO,93157,CÓRREGO DO OURO," 2,796 "
GO,93173,CORUMBÁ DE GOIÁS," 7,446 "
GO,93190,CORUMBAÍBA," 6,654 "
GO,93254,CRISTALINA," 33,179 "
GO,93270,CRISTIANÓPOLIS," 3,850 "
GO,93297,CRIXÁS," 12,152 "
GO,93319,CROMÍNIA," 3,563 "
GO,93335,CUMARI," 2,564 "
GO,93351,DAMIANÓPOLIS," 3,884 "
GO,93378,DAMOLÂNDIA," 3,492 "
GO,93394,DAVINÓPOLIS," 3,507 "
GO,93432,DIORAMA," 2,198 "
GO,93092,DIVINÓPOLIS DE GOIÁS," 4,740 "
GO,96750,DOVERLÂNDIA," 5,848 "
GO,92207,EDEALINA," 3,898 "
GO,93491,EDÉIA," 9,347 "
GO,93513,ESTRELA DO NORTE," 2,941 "
GO,92223,FAINA," 6,233 "
GO,93530,FAZENDA NOVA," 4,996 "
GO,93572,FIRMINÓPOLIS," 7,968 "
GO,93599,FLORES DE GOIÁS," 6,779 "
GO,93610,FORMOSA," 70,606 "
GO,93637,FORMOSO," 4,418 "
GO,93564,GAMELEIRA DE GOIÁS," 3,042 "
GO,93670,GOIANÁPOLIS," 10,299 "
GO,93696,GOIANDIRA," 4,124 "
GO,93718,GOIANÉSIA," 52,818 "
GO,93734,GOIÂNIA," 971,221 "
GO,93750,GOIANIRA," 36,412 "
GO,93777,GOIÁS," 18,960 "
GO,93793,GOIATUBA," 25,613 "
GO,92266,GOUVELÂNDIA," 3,612 "
GO,93815,GUAPÓ," 13,054 "
GO,93149,GUARAÍTA," 2,560 "
GO,93831,GUARANI DE GOIÁS," 3,923 "
GO,92860,GUARINOS," 2,328 "
GO,93874,HEITORAÍ," 3,979 "
GO,93890,HIDROLÂNDIA," 17,799 "
GO,93912,HIDROLINA," 3,523 "
GO,93939,IACIARA," 7,458 "
GO,93165,INACIOLÂNDIA," 4,495 "
GO,96814,INDIARA," 11,264 "
GO,93955,INHUMAS," 39,680 "
GO,93971,IPAMERI," 19,579 "
GO,93548,IPIRANGA DE GOIÁS," 2,987 "
GO,93998,IPORÁ," 24,721 "
GO,94013,ISRAELÂNDIA," 2,796 "
GO,94030,ITABERAÍ," 30,321 "
GO,92282,ITAGUARI," 4,798 "
GO,94072,ITAGUARU," 5,149 "
GO,94110,ITAJÁ," 3,590 "
GO,94137,ITAPACI," 14,787 "
GO,94153,ITAPIRAPUÃ," 6,713 "
GO,94196,ITAPURANGA," 20,887 "
GO,94218,ITARUMÃ," 4,311 "
GO,94234,ITAUÇU," 6,805 "
GO,94250,ITUMBIARA," 72,204 "
GO,94277,IVOLÂNDIA," 2,746 "
GO,94293,JANDAIA," 5,727 "
GO,94315,JARAGUÁ," 29,900 "
GO,94331,JATAÍ," 68,256 "
GO,94358,JAUPACI," 2,790 "
GO,92983,JESÚPOLIS," 2,449 "
GO,94374,JOVIÂNIA," 5,345 "
GO,94390,JUSSARA," 13,968 "
GO,93602,LAGOA SANTA," 1,605 "
GO,94439,LEOPOLDO DE BULHÕES," 6,195 "
GO,94455,LUZIÂNIA," 117,695 "
GO,94471,MAIRIPOTABA," 2,617 "
GO,94498,MAMBAÍ," 5,851 "
GO,94510,MARA ROSA," 7,936 "
GO,94536,MARZAGÃO," 2,490 "
GO,92320,MATRINCHÃ," 3,496 "
GO,94579,MAURILÂNDIA," 7,126 "
GO,92347,MIMOSO DE GOIÁS," 2,971 "
GO,96474,MINAÇU," 21,829 "
GO,94595,MINEIROS," 43,615 "
GO,94650,MOIPORÁ," 2,340 "
GO,94676,MONTE ALEGRE DE GOIÁS," 5,360 "
GO,94714,MONTES CLAROS DE GOIÁS," 6,541 "
GO,92363,MONTIVIDIU," 9,170 "
GO,93181,MONTIVIDIU DO NORTE," 3,517 "
GO,94730,MORRINHOS," 34,819 "
GO,92169,MORRO AGUDO DE GOIÁS," 2,614 "
GO,94757,MOSSÂMEDES," 4,615 "
GO,94773,MOZARLÂNDIA," 11,504 "
GO,96512,MUNDO NOVO," 4,790 "
GO,94790,MUTUNÓPOLIS," 3,390 "
GO,94854,NAZÁRIO," 7,044 "
GO,94870,NERÓPOLIS," 22,295 "
GO,94897,NIQUELÂNDIA," 26,827 "
GO,94919,NOVA AMÉRICA," 2,358 "
GO,94935,NOVA AURORA," 1,970 "
GO,96539,NOVA CRIXÁS," 8,904 "
GO,96555,NOVA GLÓRIA," 6,442 "
GO,93084,NOVA IGUAÇU DE GOIÁS," 2,885 "
GO,94951,NOVA ROMA," 2,733 "
GO,94978,NOVA VENEZA," 7,643 "
GO,95010,NOVO BRASIL," 3,238 "
GO,93327,NOVO GAMA," 46,202 "
GO,92444,NOVO PLANALTO," 3,607 "
GO,95036,ORIZONA," 11,825 "
GO,95052,OURO VERDE DE GOIÁS," 3,756 "
GO,95079,OUVIDOR," 8,039 "
GO,95095,PADRE BERNARDO," 17,908 "
GO,92460,PALESTINA DE GOIÁS," 3,544 "
GO,95117,PALMEIRAS DE GOIÁS," 21,033 "
GO,95133,PALMELO," 2,161 "
GO,95150,PALMINÓPOLIS," 4,161 "
GO,95176,PANAMÁ," 2,642 "
GO,94552,PARANAIGUARA," 7,046 "
GO,95230,PARAÚNA," 8,666 "
GO,93068,PEROLÂNDIA," 3,005 "
GO,95311,PETROLINA DE GOIÁS," 7,177 "
GO,95354,PILAR DE GOIÁS," 3,626 "
GO,95397,PIRACANJUBA," 18,534 "
GO,95419,PIRANHAS," 9,156 "
GO,95435,PIRENÓPOLIS," 18,846 "
GO,95451,PIRES DO RIO," 21,067 "
GO,95958,PLANALTINA," 56,712 "
GO,95494,PONTALINA," 13,695 "
GO,95559,PORANGATU," 29,782 "
GO,93424,PORTEIRÃO," 3,559 "
GO,95575,PORTELÂNDIA," 3,117 "
GO,95613,POSSE," 23,054 "
GO,93041,PROFESSOR JAMIL," 2,964 "
GO,95630,QUIRINÓPOLIS," 33,569 "
GO,95656,RIALMA," 8,562 "
GO,95672,RIANÁPOLIS," 3,678 "
GO,92827,RIO QUENTE," 3,928 "
GO,95710,RIO VERDE," 132,809 "
GO,95737,RUBIATABA," 14,700 "
GO,95753,SANCLERLÂNDIA," 6,746 "
GO,95770,SANTA BÁRBARA DE GOIÁS," 5,213 "
GO,95796,SANTA CRUZ DE GOIÁS," 3,146 "
GO,92568,SANTA FÉ DE GOIÁS," 3,921 "
GO,95818,SANTA HELENA DE GOIÁS," 28,721 "
GO,96890,SANTA ISABEL," 3,687 "
GO,95834,SANTA RITA DO ARAGUAIA," 4,280 "
GO,93440,SANTA RITA DO NOVO DESTINO," 2,802 "
GO,95850,SANTA ROSA DE GOIÁS," 3,029 "
GO,95877,SANTA TEREZA DE GOIÁS," 3,223 "
GO,95893,SANTA TEREZINHA DE GOIÁS," 7,232 "
GO,93203,SANTO ANTÔNIO DA BARRA," 3,956 "
GO,92908,SANTO ANTÔNIO DE GOIÁS," 5,913 "
GO,96776,SANTO ANTÔNIO DO DESCOBERTO," 41,021 "
GO,95915,SÃO DOMINGOS," 6,956 "
GO,95931,SÃO FRANCISCO DE GOIÁS," 4,371 "
GO,92622,SÃO JOÃO DA PARAÚNA," 2,188 "
GO,95974,SÃO JOÃO D'ALIANÇA," 6,486 "
GO,95990,SÃO LUÍS DE MONTES BELOS," 22,902 "
GO,92649,SÃO LUIZ DO NORTE," 4,886 "
GO,96016,SÃO MIGUEL DO ARAGUAIA," 18,071 "
GO,92665,SÃO MIGUEL DO PASSA QUATRO," 3,362 "
GO,93483,SÃO PATRÍCIO," 2,268 "
GO,96059,SÃO SIMÃO," 13,560 "
GO,92703,SENADOR CANEDO," 76,992 "
GO,96075,SERRANÓPOLIS," 5,882 "
GO,96091,SILVÂNIA," 15,088 "
GO,92720,SIMOLÂNDIA," 5,791 "
GO,96113,SÍTIO D'ABADIA," 3,294 "
GO,96172,TAQUARAL DE GOIÁS," 4,624 "
GO,92762,TERESINA DE GOIÁS," 2,720 "
GO,93220,TEREZÓPOLIS DE GOIÁS," 6,190 "
GO,96237,TRÊS RANCHOS," 3,669 "
GO,96253,TRINDADE," 84,176 "
GO,92789,TROMBAS," 2,991 "
GO,96318,TURVÂNIA," 4,804 "
GO,92800,TURVELÂNDIA," 4,030 "
GO,93246,UIRAPURU," 2,638 "
GO,96334,URUAÇU," 27,779 "
GO,96350,URUANA," 10,203 "
GO,96377,URUTAÍ," 3,243 "
GO,93300,VALPARAÍSO DE GOIÁS," 81,923 "
GO,96393,VARJÃO," 3,889 "
GO,96415,VIANÓPOLIS," 10,244 "
GO,96571,VICENTINÓPOLIS," 6,001 "
GO,93289,VILA BOA," 3,783 "
GO,93505,VILA PROPÍCIO," 5,162 "
MA,9610,AÇAILÂNDIA," 71,572 "
MA,7013,AFONSO CUNHA," 6,805 "
MA,7005,ÁGUA DOCE DO MARANHÃO," 11,886 "
MA,7030,ALCÂNTARA," 17,722 "
MA,7056,ALDEIAS ALTAS," 18,722 "
MA,7072,ALTAMIRA DO MARANHÃO," 5,561 "
MA,7021,ALTO ALEGRE DO MARANHÃO," 18,561 "
MA,7048,ALTO ALEGRE DO PINDARÉ," 21,949 "
MA,7099,ALTO PARNAÍBA," 8,162 "
MA,7080,AMAPÁ DO MARANHÃO," 5,799 "
MA,7110,AMARANTE DO MARANHÃO," 25,968 "
MA,7137,ANAJATUBA," 17,577 "
MA,7153,ANAPURUS," 13,895 "
MA,7064,APICUM-AÇU," 13,124 "
MA,7102,ARAGUANÃ," 8,170 "
MA,7170,ARAIOSES," 33,562 "
MA,9679,ARAME," 21,509 "
MA,7196,ARARI," 23,655 "
MA,7218,AXIXÁ," 9,019 "
MA,7234,BACABAL," 61,894 "
MA,7129,BACABEIRA," 13,552 "
MA,7250,BACURI," 13,977 "
MA,7145,BACURITUBA," 5,153 "
MA,7277,BALSAS," 59,203 "
MA,7293,BARÃO DE GRAJAÚ," 14,386 "
MA,7315,BARRA DO CORDA," 56,807 "
MA,7331,BARREIRINHAS," 40,911 "
MA,7188,BELA VISTA DO MARANHÃO," 9,892 "
MA,7161,BELÁGUA," 6,452 "
MA,7358,BENEDITO LEITE," 4,049 "
MA,7374,BEQUIMÃO," 18,708 "
MA,7200,BERNARDO DO MEARIM," 5,234 "
MA,7323,BOA VISTA DO GURUPI," 6,151 "
MA,9555,BOM JARDIM," 27,571 "
MA,7269,BOM JESUS DAS SELVAS," 21,191 "
MA,7285,BOM LUGAR," 10,105 "
MA,7390,BREJO," 22,581 "
MA,7307,BREJO DE AREIA," 7,621 "
MA,7412,BURITI," 21,759 "
MA,7439,BURITI BRAVO," 18,366 "
MA,7340,BURITICUPU," 38,075 "
MA,7366,BURITIRANA," 11,711 "
MA,7226,CACHOEIRA GRANDE," 8,620 "
MA,7455,CAJAPIÓ," 9,491 "
MA,7471,CAJARI," 15,167 "
MA,7382,CAMPESTRE DO MARANHÃO," 10,090 "
MA,7498,CÂNDIDO MENDES," 15,936 "
MA,7510,CANTANHEDE," 13,998 "
MA,7404,CAPINZAL DO NORTE," 9,092 "
MA,7536,CAROLINA," 18,642 "
MA,7552,CARUTAPERA," 18,097 "
MA,7579,CAXIAS," 101,000 "
MA,7595,CEDRAL," 9,111 "
MA,7420,CENTRAL DO MARANHÃO," 7,740 "
MA,7447,CENTRO DO GUILHERME," 7,402 "
MA,7463,CENTRO NOVO DO MARANHÃO," 11,732 "
MA,7617,CHAPADINHA," 49,980 "
MA,7480,CIDELÂNDIA," 11,287 "
MA,7633,CODÓ," 72,921 "
